"GroupNumber"	"CandidateOrder"	"TimeLimit"	"CandidateOrder1"	"CandidateOrder2"	"Age"	"Education"	"Religion"	"Ethnicity"	"Income"	"Marital"	"Employed"	"Gender"	"SearchesPerWeek"	"EverSearched"	"LastElection"	"PoliticalView"	"FamiliarCandidate1"	"FamiliarCandidate2"	"PreTestImpressionCandidate1"	"PreTestImpressionCandidate2"	"PreTestLikableCandidate1"	"PreTestLikableCandidate2"	"PreTestTrustCandidate1"	"PreTestTrustCandidate2"	"PreTestLikelyVoteBipolar"	"PreTestLikelyVoteCandidate1"	"PreTestLikelyVoteCandidate2"	"PreTestVoteWhichCandidate"	"PreTestVoteEitherCandidate"	"PostTestImpressionCandidate1"	"PostTestImpressionCandidate2"	"PostTestLikableCandidate1"	"PostTestLikableCandidate2"	"PostTestTrustCandidate1"	"PostTestTrustCandidate2"	"PostTestLikelyVoteBipolar"	"PostTestLikelyVoteCandidate1"	"PostTestLikelyVoteCandidate2"	"PostTestVoteWhichCandidate"	"PostTestVoteEitherCandidate"	"Bothered"	"BotheredText"	"TimePage1"	"TimePage2"	"TimePage3"	"TimePage4"	"TimePage5"	"Timer1"	"Timer2"	"Timer3"	"Timer4"	"Timer5"	"Timer6"	"Timer7"	"Timer8"	"Timer9"	"Timer10"	"Timer11"	"Timer12"	"Timer13"	"Timer14"	"Timer15"	"Timer16"	"Timer17"	"Timer18"	"Timer19"	"Timer20"	"Timer21"	"Timer22"	"Timer23"	"Timer24"	"Timer25"	"Timer26"	"Timer27"	"Timer28"	"Timer29"	"Timer30"	"Clicks1"	"Clicks2"	"Clicks3"	"Clicks4"	"Clicks5"	"Clicks6"	"Clicks7"	"Clicks8"	"Clicks9"	"Clicks10"	"Clicks11"	"Clicks12"	"Clicks13"	"Clicks14"	"Clicks15"	"Clicks16"	"Clicks17"	"Clicks18"	"Clicks19"	"Clicks20"	"Clicks21"	"Clicks22"	"Clicks23"	"Clicks24"	"Clicks25"	"Clicks26"	"Clicks27"	"Clicks28"	"Clicks29"	"Clicks30"	"NumberOfClicks"	"AvgSecPerPage"	"TotalSearchTime"	"Country"	"Fluency"	"ExpName"
3	2	15	"Ed Miliband"	"David Cameron"	29	"Bachelors"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"No"	"Female"	10	"Yes"	"Yes"	"Moderate (centre)"	5	1	10	10	10	9	9	8	2	0	0	"David Cameron"	0	8	6	8	7	7	6	1	0	0	"David Cameron"	0	"No"	" "	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	19.333333333333	58	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	25	"Bachelors"	"None"	"Hispanic"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Male"	40	"Yes"	"Yes"	"Liberal (left)"	4	2	7	8	7	7	7	7	1	0	0	"Ed Miliband"	0	5	6	5	6	6	6	1	0	0	"Ed Miliband"	0	"Yes"	"kinda biased results favoring one side."	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	42	84	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	28	"Bachelors"	"Christianity"	"Asian"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"No"	"Female"	20	"Yes"	"No"	"Liberal (left)"	7	1	8	8	8	8	8	8	-2	0	0	"David Cameron"	0	6	6	6	6	6	6	-2	0	0	"David Cameron"	0	"No"	" "	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	22	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	28	"Bachelors"	"Other"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Female"	50	"Yes"	"Yes"	"Liberal (left)"	9	1	4	9	6	8	4	8	-3	0	0	"Ed Miliband"	0	3	9	4	9	3	8	-4	0	0	"Ed Miliband"	0	"Yes"	"The results seemed to only show positive news for Ed and negative news for Cameron on the first few pages.  As you went further back there were more negative results for ed, but still few positive results for Cameron.  Most people aren\'t going to go past the second page in a search I think.  The results seemed skewed."	34	37	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	32	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	55.666666666667	167	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	23	"Bachelors"	"Other"	"Asian"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Female"	18	"Yes"	"No"	"Liberal (left)"	9	1	10	10	10	10	8	9	1	0	0	"David Cameron"	0	8	10	8	10	8	10	-5	0	0	"Ed Miliband"	0	"No"	" "	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	22	"Bachelors"	"Hinduism"	"Asian"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Married"	"Yes"	"Female"	32	"Yes"	"Yes"	"Moderate (centre)"	9	6	6	9	6	9	6	9	5	0	0	"Ed Miliband"	0	6	9	6	9	6	9	4	0	0	"Ed Miliband"	0	"No"	" "	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	"India"	8	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	31	"Bachelors"	"Hinduism"	"Asian"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"Yes"	"Male"	15	"Yes"	"Yes"	"Liberal (left)"	10	2	10	2	10	1	10	1	3	0	0	"David Cameron"	0	8	3	9	3	10	4	3	0	0	"David Cameron"	0	"Yes"	"yes"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7.8571428571429	55	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	29	"Bachelors"	"None"	"White"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	2	"Yes"	"Yes"	"Liberal (left)"	5	3	4	6	4	6	2	2	2	0	0	"Ed Miliband"	0	2	5	2	4	1	1	1	0	0	"Ed Miliband"	0	"No"	" "	22	20	13	46	8	0	0	0	0	0	0	0	0	0	0	127	0	15	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	6	45.833333333333	275	"United States"	10	"Original"
1	2	15	"Ed Miliband"	"David Cameron"	69	"Bachelors"	"Christianity"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Divorced"	"Yes"	"Female"	10	"Yes"	"Yes"	"Conservative (right)"	9	2	9	9	9	8	7	7	2	0	0	"David Cameron"	0	10	3	10	4	9	4	5	0	0	"David Cameron"	0	"No"	" "	249	0	0	0	0	108	0	0	0	0	62	0	0	0	0	62	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	136.25	545	"United States"	10	"Original"
3	1	15	"David Cameron"	"Ed Miliband"	20	"Secondary"	"None"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"No"	"Liberal (left)"	4	1	7	8	6	7	4	5	1	0	0	"Ed Miliband"	0	3	8	3	8	3	8	4	0	0	"Ed Miliband"	0	"No"	" "	36	17	21	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	26	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	4	57.5	230	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	31	"Secondary"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Female"	4	"Yes"	"No"	"Conservative (right)"	1	1	8	6	8	7	8	4	3	0	0	"David Cameron"	0	9	6	9	5	8	6	5	0	0	"David Cameron"	0	"No"	" "	72	78	116	0	0	112	0	0	0	0	0	0	0	0	0	156	104	0	0	0	0	0	0	2	0	0	0	0	0	77	0	0	0	183	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	6	150	900	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	27	"Bachelors"	"Christianity"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"Yes"	"Male"	20	"Yes"	"Yes"	"Liberal (left)"	7	1	3	6	4	7	6	7	2	0	0	"Ed Miliband"	0	3	8	4	8	3	7	-3	0	0	"Ed Miliband"	0	"No"	" "	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	178	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	33	"Bachelors"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Married"	"No"	"Female"	6	"Yes"	"Yes"	"Conservative (right)"	3	1	5	5	5	5	5	5	3	0	0	"David Cameron"	0	5	5	5	5	5	5	3	0	0	"David Cameron"	0	"No"	" "	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	"United States"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	35	"Secondary"	"Christianity"	"Hispanic"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Female"	4	"Yes"	"Yes"	"Liberal (left)"	9	5	9	7	7	6	9	6	5	0	0	"David Cameron"	0	9	8	8	8	7	10	-1	0	0	"Ed Miliband"	0	"Yes"	"a bit unfair to one side"	1903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1903	1903	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	41	"Bachelors"	"None"	"White"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	20	"Yes"	"Yes"	"Liberal (left)"	8	1	8	8	6	6	7	7	1	0	0	"Ed Miliband"	0	9	2	8	4	8	4	-4	0	0	"David Cameron"	0	"No"	" "	69	7	0	0	0	207	36	127	0	0	158	91	12	0	0	84	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	112.625	901	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	26	"Doctorate"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Conservative (right)"	2	2	9	9	9	9	7	7	-1	0	0	"Ed Miliband"	0	3	9	3	9	3	8	-4	0	0	"Ed Miliband"	0	"No"	" "	49	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	260.5	521	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	54	"Bachelors"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Female"	8	"Yes"	"Yes"	"Moderate (centre)"	10	5	8	7	7	6	8	7	4	0	0	"David Cameron"	0	6	9	6	9	7	9	-2	0	0	"Ed Miliband"	0	"No"	" "	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	303.33333333333	910	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	24	"Bachelors"	"Christianity"	"Black"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Female"	12	"Yes"	"Yes"	"Liberal (left)"	4	3	8	8	8	8	6	6	-4	0	0	"David Cameron"	0	4	7	4	7	3	8	4	0	0	"Ed Miliband"	0	"No"	" "	347	14	10	7	4	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	19	33	50	0	0	36	151	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	1	3	2	0	0	0	0	1	12	76.083333333333	913	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	42	"Bachelors"	"Christianity"	"Hispanic"	"I prefer not to say"	"Never married"	"Yes"	"Female"	5	"Yes"	"No"	"Moderate (centre)"	5	1	5	6	5	6	5	6	1	0	0	"Ed Miliband"	0	4	6	4	6	5	6	1	0	0	"Ed Miliband"	0	"Yes"	"It stated that the results were bias in favor of Miliband."	74	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	90.5	181	"United States"	10	"BiasAlert1"
1	2	15	"Ed Miliband"	"David Cameron"	42	"Bachelors"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"No"	"Female"	10	"Yes"	"Yes"	"Conservative (right)"	1	1	9	8	10	9	9	6	4	0	0	"David Cameron"	0	10	3	10	6	9	1	5	0	0	"David Cameron"	0	"Yes"	"Being unable to change / adjust the search query."	104	0	0	0	0	0	208	0	0	0	140	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	302	906	"United States"	10	"Original"
3	2	15	"Ed Miliband"	"David Cameron"	30	"Bachelors"	"Christianity"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Liberal (left)"	4	5	5	4	3	6	7	7	3	0	0	"David Cameron"	0	3	3	6	5	6	4	4	0	0	"David Cameron"	0	"No"	" "	11	71	6	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	96	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	40	"Bachelors"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	10	3	8	7	8	7	8	8	3	0	0	"David Cameron"	0	5	7	7	7	8	9	-2	0	0	"Ed Miliband"	0	"No"	" "	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	580	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	4	341.25	1365	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	30	"Bachelors"	"None"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Male"	15	"Yes"	"Yes"	"Moderate (centre)"	6	2	9	9	8	9	6	6	3	0	0	"David Cameron"	0	5	8	3	8	4	6	-3	0	0	"Ed Miliband"	0	"No"	" "	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	17	0	0	0	0	44	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	4	40.75	163	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	40	"Bachelors"	"Christianity"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"No"	"Female"	3	"Yes"	"Yes"	"Conservative (right)"	5	1	8	5	8	5	7	3	5	0	0	"David Cameron"	0	4	5	4	5	4	5	0	0	0	"Ed Miliband"	0	"Yes"	"Even if some of the headlines seemed a little petty even if true, they did impact my decisions about the candidates."	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	346	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	231.66666666667	695	"United States"	10	"Original"
2	1	15	"David Cameron"	"Ed Miliband"	22	"Secondary"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Male"	3	"No"	"No"	"None"	1	1	3	3	2	2	1	1	0	0	0	"Ed Miliband"	0	1	1	1	1	1	1	0	0	0	"Ed Miliband"	0	"No"	" "	35	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	129	129	"United States"	9	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	24	"Masters"	"Christianity"	"Black"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	8	1	7	8	7	7	4	5	-2	0	0	"Ed Miliband"	0	6	6	5	4	4	4	0	0	0	"Ed Miliband"	0	"Yes"	"The bias report said that each page didn\'t contain biased results but it seemed like the various articles were each biased towards one candidate."	15	18	12	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	17	68	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	40	"Secondary"	"Christianity"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Male"	20	"Yes"	"Yes"	"Liberal (left)"	7	7	7	9	8	9	7	7	-4	0	0	"Ed Miliband"	0	5	9	4	8	4	7	-5	0	0	"Ed Miliband"	0	"Yes"	"All of the search results seemed to be Pro-Milliband or Anti-Cameron. All (or most) of the results were from Guardian, Telegraph or BBC."	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	11	0	0	83	0	0	0	32	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	1	7	56.857142857143	398	"Canada"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	25	"Bachelors"	"Hinduism"	"Asian"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Married"	"Yes"	"Female"	32	"Yes"	"Yes"	"Moderate (centre)"	6	9	6	9	6	9	6	9	-5	0	0	"Ed Miliband"	0	6	9	6	9	6	9	-5	0	0	"Ed Miliband"	0	"No"	" "	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	"India"	8	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	24	"Bachelors"	"None"	"White"	"&iuml;&iquest;&frac12;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Female"	10	"Yes"	"No"	"None"	1	1	6	10	5	10	4	8	-5	0	0	"Ed Miliband"	0	6	9	5	9	6	9	-4	0	0	"Ed Miliband"	0	"No"	" "	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	"United States"	10	"Original"
2	2	15	"Ed Miliband"	"David Cameron"	27	"Bachelors"	"Christianity"	"Asian"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Married"	"Yes"	"Female"	36	"Yes"	"Yes"	"Moderate (centre)"	5	9	5	8	5	9	5	8	-4	0	0	"Ed Miliband"	0	5	8	5	9	4	9	-4	0	0	"Ed Miliband"	0	"No"	" "	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	78	"India"	8	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	33	"Bachelors"	"None"	"Hispanic"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"No"	"Female"	12	"Yes"	"Yes"	"Liberal (left)"	5	3	9	9	8	8	10	10	3	0	0	"Ed Miliband"	0	7	5	6	4	7	4	-1	0	0	"David Cameron"	0	"Yes"	"They seemed incredibly biased against Milibrand, and were overly opinionated for being journalistic pieces."	29	28	19	0	0	0	0	24	0	11	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	52.666666666667	158	"United States"	10	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	31	"Bachelors"	"I prefer not to say"	"Black"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Male"	25	"Yes"	"Yes"	"Liberal (left)"	8	3	3	6	5	5	3	4	2	0	0	"Ed Miliband"	0	3	7	3	7	3	5	2	0	0	"Ed Miliband"	0	"Yes"	"\&amp;quot;Biased\&amp;quot; results (kind of expectantly) for Cameron were listed up front (nobody ever clicks past page 1) and \&amp;quot;biased\&amp;quot; results for Miliband were way back. I guess it could be due to pure exposure of the two people. Cameron is way well more known, and he is the current Prime Minister."	21	2	195	9	15	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	44.714285714286	313	"United States"	10	"BiasAlert1"
2	2	15	"Ed Miliband"	"David Cameron"	25	"Bachelors"	"Hinduism"	"Asian"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	30	"Yes"	"Yes"	"Moderate (centre)"	6	8	6	8	6	9	6	8	-4	0	0	"Ed Miliband"	0	6	9	6	8	6	9	-4	0	0	"Ed Miliband"	0	"No"	" "	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	"India"	8	"Original"
1	1	15	"David Cameron"	"Ed Miliband"	26	"Primary"	"Christianity"	"Hispanic"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"No"	"Male"	2	"No"	"No"	"Conservative (right)"	1	1	9	8	9	9	10	9	1	0	0	"Ed Miliband"	0	10	9	10	10	10	9	-2	0	0	"David Cameron"	0	"No"	" "	18	29	0	0	0	39	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	37	111	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	20	"Secondary"	"Other"	"Mixed"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"No"	"Male"	9	"Yes"	"Yes"	"Moderate (centre)"	2	2	7	9	8	9	8	10	-5	0	0	"Ed Miliband"	0	4	9	5	10	4	9	-5	0	0	"Ed Miliband"	0	"No"	" "	55	62	0	0	0	68	0	0	0	0	47	12	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	64.8	324	"United States"	10	"BiasAlert1"
2	1	15	"David Cameron"	"Ed Miliband"	30	"Bachelors"	"None"	"Asian"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Never married"	"Yes"	"Male"	5	"Yes"	"No"	"Moderate (centre)"	7	3	7	7	8	6	7	5	-2	0	0	"David Cameron"	0	6	7	6	7	5	6	1	0	0	"Ed Miliband"	0	"No"	" "	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	25	0	0	0	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	4	36.5	146	"United States"	10	"BiasAlert1"
3	2	15	"Ed Miliband"	"David Cameron"	32	"Bachelors"	"None"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Male"	50	"Yes"	"Yes"	"Liberal (left)"	8	3	6	10	6	10	4	10	-5	0	0	"Ed Miliband"	0	5	10	4	9	3	9	-4	0	0	"Ed Miliband"	0	"Yes"	"seemed some kind of un-natural to me."	52	1	0	0	0	16	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	57	19	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	7	25	175	"Turkey"	10	"BiasAlert1"
